n 		 spin_accpt		Ecalc		 Mabs_calc
7851		835690		-498.720673		189.777608
7861		836597		-498.339143		190.549803
7871		845868		-495.262610		184.382671
7881		833098		-500.102525		189.218120
7891		857095		-492.276771		167.580281
7901		839872		-498.882673		188.309834
7911		847260		-496.275060		185.164202
7921		869996		-488.831208		162.147456
7931		832058		-502.334636		190.575463
7941		855983		-495.101876		183.365571
7951		851880		-495.987423		190.073953
7961		836665		-501.996232		200.521543
7971		849031		-498.456404		190.661899
7981		849691		-498.418745		190.750282
7991		854940		-497.036166		184.630459
8001		848385		-499.397075		189.743782
8011		865063		-494.189489		182.536512
8021		873569		-491.232016		178.269542
8031		865835		-494.907234		183.536297
8041		861694		-495.862704		184.069394
8051		860086		-497.735437		190.785741
8061		854315		-499.289418		189.768019
8071		863991		-496.879693		184.549870
8081		860941		-497.416656		191.318154
8091		857075		-500.075145		187.515017
8101		872954		-494.591779		184.258487
8111		859981		-499.186290		193.204044
8121		887962		-490.273612		170.332718
8131		873710		-495.175993		179.266511
8141		889743		-490.345166		166.764771
8151		866747		-498.155318		190.272359
8161		879540		-494.634481		176.410244
8171		890904		-491.104149		176.362502
8181		884805		-493.331867		177.852585
8191		888809		-492.829203		175.143694
8201		896925		-490.510426		171.386904
