n 		 spin_accpt		Ecalc		 Mabs_calc
36		4341		-405.666667		121.388889
36		4468		-417.222222		124.833333
36		4581		-429.111111		128.666667
36		4689		-441.888889		132.5
37		251		-5.837838		0.810811
37		437		-13.513514		1.405405
37		606		-23.459459		3.135135
37		767		-34.702703		6.432432
37		894		-45.189189		9.459459
37		1037		-55.567568		12.216216
37		1167		-66.810811		14.324324
37		1297		-79.675676		18.27027
37		1428		-91.243243		21.72973
37		1575		-102.162162		25.675676
37		1712		-114.378378		29.351351
37		1838		-124.864865		32.162162
37		1977		-136.216216		35.459459
37		2097		-148.432432		38.540541
37		2225		-160.648649		41.945946
37		2356		-172.756757		45.621622
37		2480		-185.945946		48.864865
37		2607		-198.162162		51.081081
37		2715		-210.594595		52.432432
37		2845		-223.027027		53.567568
37		2978		-236.324324		54.972973
37		3088		-249.405405		57.135135
37		3209		-261.297297		59.567568
37		3313		-273.837838		62.108108
37		3441		-287.027027		63.459459
37		3564		-298.702703		64.864865
37		3683		-310.594595		66.648649
37		3803		-324.216216		69.297297
37		3922		-337.837838		73.189189
37		4033		-352.540541		77.459459
37		4127		-366.594595		80.972973
37		4223		-380		84.27027
37		4338		-393.621622		86.108108
37		4458		-407.459459		88.054054
37		4572		-420.216216		89.567568
37		4689		-432.324324		90.702703
37		4805		-443.783784		91.945946
38		202		-7.473684		1
38		376		-14.210526		1.157895
38		541		-22.947368		1.157895
38		706		-33.052632		1.210526
38		871		-42.736842		1.631579
38		1033		-52.631579		1.842105
38		1193		-62.736842		1.842105
38		1332		-73.894737		2.315789
38		1472		-84.736842		2.894737
38		1600		-96.315789		3.263158
38		1736		-108.105263		3.736842
38		1859		-120		4.052632
38		1982		-131.578947		4.421053
38		2102		-143.789474		4.684211
38		2255		-154.210526		4.684211
38		2398		-165.052632		5.157895
38		2555		-175.894737		5.894737
38		2702		-187.368421		7.105263
38		2851		-199.578947		8.684211
38		2961		-212.210526		10.052632
38		3058		-225.157895		10.947368
38		3180		-237.684211		11
38		3292		-250.736842		11.473684
38		3383		-263.368421		12
38		3505		-275.789474		12.210526
38		3631		-287.473684		12.315789
38		3760		-300		12.894737
38		3878		-312.736842		14.421053
38		3984		-325.578947		16.684211
38		4103		-338.421053		19.315789
38		4219		-352.315789		22.263158
38		4320		-366.421053		26.210526
38		4409		-379.789474		30.210526
38		4531		-392.105263		34.736842
38		4647		-403.894737		40
38		4770		-416.526316		45.842105
38		4898		-428.105263		50.947368
38		5029		-438.842105		55.684211
39		261		-5.641026		0.205128
39		440		-13.128205		1.282051
39		617		-22.358974		2.307692
39		777		-31.487179		4.25641
39		924		-41.641026		6.769231
39		1068		-52.410256		10.717949
39		1183		-63.179487		13.897436
39		1312		-74.871795		17.230769
39		1442		-86.564103		20.25641
39		1561		-98.25641		24.871795
39		1675		-110.769231		29.076923
39		1808		-122.461538		33.74359
39		1917		-134.153846		38.564103
39		2059		-145.435897		43.692308
39		2198		-156.820513		48.666667
39		2316		-168.717949		53.435897
39		2421		-181.846154		58.666667
39		2531		-195.076923		64.615385
39		2620		-209.128205		70
39		2710		-221.74359		75.282051
39		2809		-234.461538		79.692308
39		2945		-244.615385		84.102564
39		3069		-255.897436		88.923077
39		3198		-267.384615		93.282051
39		3304		-279.179487		96.820513
39		3412		-291.282051		100.461538
39		3531		-303.589744		103.641026
39		3635		-315.282051		107.333333
39		3747		-328.717949		111.948718
39		3841		-341.333333		115.948718
39		3968		-353.333333		119.076923
39		4077		-365.641026		121.846154
39		4195		-378.153846		123.589744
39		4310		-391.692308		124.871795
39		4417		-403.589744		126.410256
39		4538		-415.076923		128.820513
39		4680		-425.230769		132.051282
39		4798		-436		135.384615
39		4920		-448		138.820513
40		244		-5.3		0.75
40		436		-12.8		1.5
40		611		-21		1.6
40		787		-29.8		2.2
40		916		-40.7		2.55
40		1027		-51.6		4.15
40		1153		-63.2		6.05
40		1291		-74.3		8.35
40		1418		-86.1		10.3
40		1547		-97.4		12
40		1684		-108.8		13.95
40		1813		-120.2		16.55
40		1936		-131.1		19.1
40		2064		-142.2		22.15
40		2202		-153.8		24.8
40		2329		-164.1		27.3
40		2467		-174.6		30
40		2612		-184.5		33.95
40		2725		-196.9		37.85
40		2832		-207.9		41.9
40		2941		-219.4		45.7
40		3051		-232.6		48.9
40		3166		-244.7		52.05
40		3287		-256.5		55.45
40		3435		-267.5		59.15
40		3564		-279.7		62.7
40		3687		-290.8		66
40		3825		-300		69
40		3956		-311.7		72.85
40		4061		-324.1		76.65
40		4162		-337.2		80.6
40		4281		-349.2		83.1
40		4395		-360.5		86
40		4521		-372.8		88.8
40		4635		-383.7		91.4
40		4778		-395.3		93.35
40		4897		-406.4		95.95
40		5020		-417.8		98.8
40		5139		-429		101.7
40		5254		-440.6		104.75
