n 		 spin_accpt		Ecalc		 Mabs_calc
3061		332373		-491.738648		173.958184
3071		328654		-496.705959		190.166721
3081		347995		-480.109056		150.583577
3091		332231		-495.835652		180.893562
3101		329546		-498.977104		194.503064
3111		333318		-495.934426		182.723883
3121		334591		-495.839795		178.507530
3131		343540		-489.438518		171.614820
3141		344482		-490.493473		174.008914
3151		323661		-507.996192		208.182799
3161		351460		-485.541284		162.067700
3171		337000		-498.618732		199.886471
3181		346868		-492.049041		173.396416
3191		360801		-481.029144		144.550924
3201		342288		-497.245861		188.216182
3211		353891		-487.567736		161.694176
3221		356833		-486.638932		170.277554
3231		346200		-497.372950		189.005262
3241		365666		-482.214131		151.160753
3251		349574		-495.264226		189.392187
3261		344104		-500.755596		193.641214
3271		359842		-488.428004		168.743504
3281		351057		-497.069186		190.947882
3291		343013		-504.278335		196.484351
3301		348849		-500.517419		193.132384
3311		364052		-489.494413		167.301722
3321		359960		-492.782897		177.641072
3331		354197		-497.935755		181.976584
3341		369205		-486.856630		167.340916
3351		356671		-497.610266		191.008057
3361		370741		-487.889319		169.396013
3371		378174		-483.604865		142.643726
3381		365051		-494.454895		172.707483
3391		382256		-481.943969		150.345621
3401		372396		-490.225228		167.453102
3411		371486		-492.338904		166.738200
3421		382770		-483.793043		155.760304
3431		365225		-498.542699		188.337511
3441		359167		-504.004650		202.583551
3451		365512		-499.396117		196.640394
3461		365652		-500.492343		188.112684
3471		375375		-493.374820		181.864592
3481		368368		-499.878196		198.781385
3491		372955		-497.480378		186.035520
3501		388456		-486.803770		173.057983
3511		372936		-498.190829		190.802620
3521		376440		-496.379438		188.828174
3531		378505		-496.491645		184.048711
3541		384260		-492.528664		178.345665
3551		385246		-493.519572		182.204449
3561		395944		-485.287279		161.991014
3571		394326		-487.946234		169.530664
3581		395948		-487.534208		170.345713
3591		386272		-494.864940		180.397661
3601		394426		-490.336018		167.781172
3611		376220		-504.639158		207.571864
3621		381712		-501.433858		196.271748
3631		402445		-487.181493		166.101349
3641		401440		-488.934908		174.814062
3651		406077		-485.654341		158.912627
3661		387333		-500.937449		196.265501
3671		398243		-492.734405		176.175429
3681		391774		-498.488454		191.996740
3691		398792		-493.392577		176.069900
3701		396305		-495.740611		188.179411
3711		401170		-493.419563		175.800593
3721		387483		-505.414673		200.080086
3731		391287		-502.939694		194.049853
3741		422478		-481.400695		146.344828
3751		401506		-496.861637		192.254865
3761		395233		-500.864664		205.805371
3771		395961		-502.257226		193.884911
3781		426259		-481.444062		148.469717
3791		407908		-495.619098		176.715906
3801		406591		-496.266246		189.684294
3811		422751		-486.237733		164.172658
3821		403975		-499.588589		187.935096
3831		407946		-498.365962		186.851997
3841		412154		-495.512627		179.769852
3851		419523		-491.035056		174.858478
3861		413995		-496.290080		188.958301
3871		406851		-501.344355		190.278998
3881		428178		-488.421541		170.998196
3891		425388		-489.585197		178.538165
3901		432116		-486.483466		167.084337
3911		424001		-492.640245		172.890309
3921		424431		-494.652385		186.034175
3931		423171		-494.850165		170.472144
3941		429795		-491.292565		167.946207
3951		424983		-495.088838		182.241458
3961		433678		-490.288311		172.608937
3971		441872		-485.397129		169.452531
3981		423931		-498.487817		183.744788
3991		429333		-495.743423		185.459283
4001		428142		-496.262934		188.369908
4011		442744		-487.353777		157.897282
4021		437719		-492.008953		178.245213
4031		444998		-487.811461		159.389233
4041		432944		-496.465231		194.775551
4051		447722		-488.272525		167.858307
4061		436719		-495.376508		176.029549
4071		441830		-492.733972		182.212724
4081		430747		-499.938250		191.081598
4091		433345		-499.040821		193.273038
4101		434429		-499.189466		192.645208
4111		442204		-496.628558		184.306495
4121		426504		-506.609075		212.731376
4131		438086		-499.323166		195.374970
4141		448959		-493.663366		176.059889
4151		451587		-492.415322		172.435076
4161		462574		-486.376352		165.064167
4171		471490		-480.965716		157.907936
4181		450569		-494.779239		182.231524
4191		454049		-493.444047		179.101885
4201		460958		-489.271126		178.085218
4211		452978		-495.815721		179.991926
4221		444636		-501.953092		190.167259
4231		459662		-491.193571		181.918695
4241		450602		-498.338128		188.581938
4251		462766		-491.868266		178.724065
4261		446880		-502.494250		197.913166
4271		455042		-498.232732		192.442051
4281		480692		-482.230320		160.341509
4291		464943		-492.924726		175.143789
4301		469891		-490.237619		172.750058
4311		465387		-494.812341		177.952215
4321		462889		-495.758389		185.198334
4331		447969		-505.346571		206.767952
4341		457031		-501.140751		195.422714
4351		443948		-510.417835		212.233510
4361		464067		-499.220362		194.888787
4371		473510		-493.771677		177.427591
4381		487175		-485.812372		158.198585
4391		470723		-496.958324		184.299704
4401		480982		-490.765735		168.649852
4411		469401		-498.108365		187.798685
