 potential		kinetic		total		ang_momen
-0.000237		0.000118		-0.000118		0.000019
-0.000237		0.000118		-0.000118		0.000019
-0.000237		0.000118		-0.000118		0.000019
-0.000237		0.000118		-0.000118		0.000019
-0.000237		0.000118		-0.000118		0.000019
-0.000237		0.000118		-0.000118		0.000020
-0.000237		0.000118		-0.000118		0.000020
-0.000237		0.000118		-0.000118		0.000020
-0.000237		0.000118		-0.000118		0.000021
-0.000237		0.000118		-0.000118		0.000021
