 x		y
1.100000		0.000000
1.099983		0.006283
1.099932		0.012566
1.099847		0.018849
1.099729		0.025131
1.099576		0.031412
1.099390		0.037692
1.099170		0.043971
1.098916		0.050249
1.098628		0.056525
1.098306		0.062800
1.097950		0.069072
1.097561		0.075343
1.097137		0.081611
1.096680		0.087877
1.096189		0.094139
1.095665		0.100399
1.095106		0.106656
1.094514		0.112910
1.093889		0.119160
1.093229		0.125406
1.092536		0.131649
1.091809		0.137888
1.091049		0.144122
1.090255		0.150352
1.089427		0.156577
1.088566		0.162797
1.087672		0.169013
1.086744		0.175223
1.085783		0.181428
1.084788		0.187627
1.083760		0.193821
1.082698		0.200008
1.081604		0.206189
1.080476		0.212364
1.079315		0.218533
1.078120		0.224695
1.076893		0.230850
1.075632		0.236997
1.074339		0.243138
1.073012		0.249271
1.071653		0.255396
1.070260		0.261514
1.068835		0.267623
1.067377		0.273725
1.065886		0.279818
1.064363		0.285902
1.062807		0.291978
1.061218		0.298044
1.059597		0.304102
1.057943		0.310150
1.056257		0.316189
1.054539		0.322218
1.052788		0.328237
1.051005		0.334246
1.049190		0.340245
1.047343		0.346233
1.045464		0.352211
1.043553		0.358178
1.041610		0.364134
1.039635		0.370079
1.037628		0.376013
1.035590		0.381935
1.033520		0.387846
1.031418		0.393744
1.029285		0.399631
1.027120		0.405505
1.024925		0.411367
1.022698		0.417217
1.020439		0.423054
1.018150		0.428878
1.015830		0.434689
1.013478		0.440486
1.011096		0.446271
1.008683		0.452041
1.006240		0.457798
1.003765		0.463541
1.001261		0.469270
0.998726		0.474985
0.996160		0.480685
0.993564		0.486370
0.990938		0.492041
0.988282		0.497697
0.985596		0.503338
0.982880		0.508963
0.980135		0.514573
0.977359		0.520168
0.974554		0.525747
0.971720		0.531309
0.968856		0.536856
0.965962		0.542387
0.963040		0.547901
0.960088		0.553398
0.957107		0.558879
0.954098		0.564343
0.951059		0.569790
0.947992		0.575219
0.944897		0.580632
0.941772		0.586026
0.938620		0.591403
0.935439		0.596763
0.932230		0.602104
0.928993		0.607427
0.925728		0.612732
0.922435		0.618018
0.919114		0.623286
0.915766		0.628535
0.912390		0.633766
0.908986		0.638977
0.905556		0.644169
0.902098		0.649341
0.898613		0.654495
0.895102		0.659628
0.891563		0.664742
0.887998		0.669836
0.884406		0.674910
0.880788		0.679963
0.877143		0.684997
0.873472		0.690010
0.869775		0.695002
0.866053		0.699973
0.862304		0.704924
0.858529		0.709854
0.854729		0.714762
0.850904		0.719649
0.847053		0.724515
0.843177		0.729359
0.839275		0.734181
0.835349		0.738982
0.831398		0.743760
0.827423		0.748517
0.823422		0.753251
0.819398		0.757963
0.815349		0.762652
0.811275		0.767319
0.807178		0.771963
0.803057		0.776584
0.798912		0.781183
0.794744		0.785758
0.790552		0.790310
0.786336		0.794838
0.782098		0.799343
0.777836		0.803825
0.773551		0.808282
0.769244		0.812716
0.764914		0.817126
0.760561		0.821512
0.756186		0.825874
0.751789		0.830211
0.747369		0.834524
0.742928		0.838813
0.738465		0.843077
0.733980		0.847316
0.729473		0.851530
0.724946		0.855719
0.720397		0.859883
0.715826		0.864023
0.711235		0.868136
