 x		y
1.000000		0.000000
1.000000		0.006283
0.999961		0.012566
0.999882		0.018849
0.999763		0.025132
0.999605		0.031413
0.999408		0.037694
0.999171		0.043974
0.998895		0.050252
0.998579		0.056528
0.998224		0.062802
0.997830		0.069074
0.997396		0.075344
0.996922		0.081611
0.996410		0.087874
0.995858		0.094135
0.995267		0.100392
0.994636		0.106646
0.993966		0.112895
0.993257		0.119140
0.992509		0.125381
0.991722		0.131617
0.990895		0.137849
0.990030		0.144075
0.989125		0.150295
0.988182		0.156510
0.987199		0.162719
0.986177		0.168922
0.985117		0.175118
0.984017		0.181308
0.982879		0.187491
0.981702		0.193666
0.980486		0.199835
0.979232		0.205995
0.977939		0.212148
0.976607		0.218293
0.975237		0.224429
0.973828		0.230557
0.972381		0.236676
0.970896		0.242785
0.969372		0.248886
0.967810		0.254977
0.966210		0.261058
0.964572		0.267129
0.962895		0.273190
0.961181		0.279240
0.959429		0.285280
0.957639		0.291308
0.955811		0.297325
0.953946		0.303331
0.952042		0.309325
0.950102		0.315307
0.948124		0.321277
0.946108		0.327235
0.944055		0.333180
0.941965		0.339112
0.939838		0.345031
0.937674		0.350937
0.935472		0.356829
0.933234		0.362707
0.930959		0.368571
0.928648		0.374421
0.926300		0.380257
0.923915		0.386077
0.921494		0.391883
0.919036		0.397674
0.916542		0.403449
0.914012		0.409208
0.911447		0.414952
0.908845		0.420680
0.906207		0.426391
0.903534		0.432086
0.900825		0.437764
0.898080		0.443425
0.895300		0.449069
0.892485		0.454695
0.889635		0.460304
0.886749		0.465895
0.883829		0.471467
0.880874		0.477022
0.877884		0.482558
0.874859		0.488075
0.871800		0.493573
0.868707		0.499053
0.865579		0.504512
0.862418		0.509952
0.859222		0.515373
0.855992		0.520773
0.852729		0.526153
0.849432		0.531513
0.846102		0.536852
0.842738		0.542170
0.839342		0.547467
0.835912		0.552743
0.832449		0.557997
0.828953		0.563230
0.825425		0.568441
0.821864		0.573630
0.818271		0.578796
0.814646		0.583940
0.810988		0.589061
0.807299		0.594160
0.803578		0.599235
0.799825		0.604287
0.796041		0.609315
0.792225		0.614320
0.788378		0.619301
0.784500		0.624258
0.780591		0.629190
0.776652		0.634098
0.772682		0.638982
0.768681		0.643840
0.764651		0.648674
0.760590		0.653482
0.756499		0.658265
0.752378		0.663023
0.748228		0.667754
0.744048		0.672460
0.739839		0.677140
0.735601		0.681793
0.731334		0.686420
0.727038		0.691020
0.722714		0.695593
0.718361		0.700139
0.713980		0.704658
0.709571		0.709149
0.705134		0.713614
