n 		 spin_accpt		Ecalc		 Mabs_calc
2041		656		-798.588927		399.641352
2051		575		-798.907850		399.723062
2061		612		-798.691897		399.666181
2071		578		-799.043940		399.758571
2081		600		-798.740990		399.680923
2091		596		-798.857963		399.704448
2101		586		-798.939553		399.729653
2111		666		-798.654666		399.658929
2121		614		-798.913720		399.720886
2131		573		-798.950727		399.734397
2141		626		-798.800560		399.697338
2151		622		-798.986518		399.737796
2161		650		-798.783896		399.692735
2171		687		-798.802395		399.692308
2181		594		-798.829895		399.701972
2191		572		-798.942948		399.728891
2201		678		-798.764198		399.685597
2211		598		-798.938037		399.730439
2221		750		-798.492571		399.615489
2231		605		-798.897355		399.719408
2241		661		-798.827309		399.701919
2251		652		-798.848512		399.707685
2261		692		-798.906678		399.721362
2271		624		-798.950242		399.732277
2281		708		-798.839106		399.706269
2291		674		-798.929725		399.727630
2301		701		-798.770969		399.685354
2311		689		-798.757248		399.683254
2321		666		-798.871176		399.712193
2331		690		-798.949807		399.728014
2341		738		-798.739000		399.680478
2351		662		-798.848150		399.705657
2361		662		-798.920796		399.725540
2371		642		-798.965837		399.736820
2381		728		-798.740025		399.677446
2391		746		-798.730238		399.671267
2401		712		-798.923782		399.727613
2411		655		-799.089175		399.768561
2421		674		-798.973978		399.740603
2431		668		-799.034142		399.754833
2441		738		-798.666120		399.657517
2451		644		-798.886985		399.719298
2461		682		-798.865502		399.713125
2471		746		-798.703359		399.668151
2481		686		-798.871423		399.715437
2491		776		-798.760337		399.686070
2501		740		-798.880448		399.714514
2511		740		-798.773397		399.687774
2521		805		-798.732249		399.671559
2531		724		-798.787831		399.693402
2541		764		-798.786305		399.689099
2551		750		-798.885143		399.714622
2561		766		-798.806716		399.696212
2571		804		-798.756904		399.680280
2581		720		-798.936846		399.730337
2591		754		-798.899267		399.717484
2601		726		-798.918877		399.727028
2611		754		-798.821907		399.698966
2621		764		-798.907287		399.721480
2631		804		-798.722919		399.676929
2641		842		-798.768648		399.688754
2651		756		-798.800453		399.689928
2661		775		-798.774897		399.686584
2671		782		-798.813927		399.695245
2681		812		-798.813875		399.701604
2691		814		-798.781122		399.686362
2701		718		-798.984080		399.740837
2711		796		-798.925858		399.724087
2721		884		-798.703418		399.661154
2731		840		-798.837056		399.704138
2741		756		-798.911346		399.724918
2751		740		-798.905125		399.723010
2761		844		-798.806230		399.694314
2771		826		-798.765789		399.686756
2781		772		-798.961525		399.733190
2791		800		-798.860623		399.709065
2801		844		-798.793288		399.692253
2811		836		-798.841693		399.705443
2821		734		-799.011698		399.749025
2831		810		-798.808901		399.695514
2841		835		-798.841253		399.699402
2851		890		-798.726061		399.675202
2861		874		-798.755680		399.684726
2871		816		-798.904911		399.721351
2881		858		-798.967025		399.735509
2891		762		-798.865444		399.712902
2901		798		-798.960358		399.733195
2911		832		-798.885606		399.716249
2921		882		-798.914071		399.719274
2931		856		-798.824974		399.695667
2941		845		-798.918735		399.726624
2951		816		-798.954931		399.735005
2961		804		-798.935495		399.730496
2971		944		-798.617301		399.645237
2981		776		-799.025830		399.753774
2991		876		-798.815112		399.699097
3001		862		-798.948351		399.732089
3011		844		-798.911989		399.720359
3021		892		-798.813638		399.697451
3031		868		-798.834708		399.703728
3041		894		-798.816179		399.691549
3051		836		-798.985251		399.742380
3061		822		-798.927148		399.727540
3071		880		-798.873331		399.711495
3081		910		-798.873093		399.713080
3091		906		-798.868974		399.712067
3101		822		-798.997743		399.746533
3111		893		-798.847959		399.707490
3121		901		-798.860622		399.710990
3131		920		-798.891089		399.718301
3141		897		-798.953200		399.732569
3151		840		-798.942558		399.730244
3161		932		-798.887694		399.717811
3171		1000		-798.655314		399.651845
3181		903		-798.879598		399.713926
3191		950		-798.928236		399.727985
3201		842		-798.940331		399.731334
3211		1086		-798.713173		399.673622
3221		970		-798.743247		399.680224
3231		986		-798.766945		399.684927
3241		958		-798.813946		399.697007
3251		986		-798.823747		399.699169
3261		952		-798.876418		399.712971
3271		874		-798.993580		399.740752
3281		960		-798.897897		399.717769
3291		908		-798.929201		399.728958
3301		1034		-798.899727		399.720085
3311		938		-798.911507		399.722138
3321		964		-798.893104		399.718157
3331		996		-798.878415		399.714200
3341		958		-798.951212		399.733014
3351		992		-798.823038		399.699194
3361		1026		-798.838441		399.704255
3371		926		-798.924948		399.727677
3381		1012		-798.826383		399.701272
3391		976		-798.890003		399.718077
3401		872		-798.941488		399.731256
3411		978		-798.891821		399.719730
3421		938		-799.010816		399.750365
3431		1022		-798.845818		399.706208
3441		946		-798.937518		399.728567
3451		964		-798.871052		399.713706
3461		991		-798.924010		399.727246
3471		992		-798.814175		399.700951
3481		984		-798.804941		399.695490
3491		1014		-798.830135		399.702664
3501		1034		-798.843759		399.704085
3511		962		-798.930219		399.727143
3521		988		-798.895768		399.716558
3531		1050		-798.825262		399.700935
3541		1062		-798.834228		399.702344
3551		1084		-798.870177		399.709378
3561		1018		-798.762145		399.682112
3571		1008		-798.772333		399.688603
3581		1116		-798.818207		399.694499
3591		960		-798.936229		399.730437
3601		1092		-798.790336		399.690641
3611		1066		-798.927721		399.725838
3621		900		-799.043358		399.756421
3631		1088		-798.777196		399.688240
3641		964		-798.998077		399.744026
3651		1078		-798.770748		399.685018
3661		1076		-798.991532		399.743240
3671		1100		-798.821030		399.696540
3681		1159		-798.744906		399.679435
3691		1050		-798.911948		399.719859
3701		1016		-798.895434		399.720076
3711		1045		-798.838049		399.701428
3721		1084		-798.798173		399.693631
3731		1136		-798.766014		399.685339
3741		1140		-798.773590		399.688319
3751		1052		-798.919755		399.725407
3761		1028		-798.909864		399.722414
3771		1022		-798.998674		399.745426
3781		1074		-798.894472		399.715948
3791		1084		-798.890003		399.716697
3801		1069		-798.925546		399.727440
3811		1126		-798.736290		399.676725
3821		1102		-798.836954		399.704266
3831		1068		-798.926651		399.728530
3841		1154		-798.900286		399.717782
3851		1089		-798.879252		399.716437
3861		1058		-798.913235		399.724424
3871		1161		-798.874709		399.712219
3881		1054		-798.934295		399.728936
3891		1066		-798.886662		399.717296
3901		1202		-798.743912		399.679569
3911		1231		-798.750192		399.682434
3921		1143		-798.779903		399.690385
3931		1136		-798.823709		399.697787
3941		1138		-798.902817		399.723420
3951		1176		-798.867122		399.710959
3961		1104		-798.979046		399.738955
3971		1184		-798.913120		399.725510
3981		1184		-798.876664		399.715147
3991		1098		-798.967677		399.737910
4001		1245		-798.716321		399.670582
4011		1136		-798.870107		399.710297
4021		1136		-798.870928		399.713007
4031		1116		-798.931283		399.727611
4041		1200		-798.801287		399.695620
4051		1254		-798.699580		399.667736
4061		1211		-798.790446		399.694164
4071		1169		-798.914272		399.725375
4081		1162		-798.897329		399.716736
4091		1236		-798.813982		399.697873
4101		1175		-798.857840		399.705438
4111		1288		-798.891754		399.717830
4121		1194		-798.909973		399.722397
4131		1200		-798.854515		399.707093
4141		1228		-798.799324		399.695243
4151		1251		-798.887015		399.712840
4161		1204		-798.926220		399.726027
4171		1168		-798.881803		399.715176
4181		1230		-798.715140		399.670414
4191		1202		-798.821284		399.700310
