n  spin_accpt	Ecalc	 Mabs_calc
8421	2372	-798.855718	399.709061
8431	2361	-798.895505	399.717708
8441	2474	-798.865537	399.712119
8451	2466	-798.847474	399.702284
8461	2458	-798.843163	399.704763
8471	2546	-798.841695	399.704403
8481	2456	-798.814762	399.696498
8491	2452	-798.841597	399.704864
8501	2456	-798.872133	399.712504
8511	2536	-798.893197	399.718012
8521	2496	-798.895904	399.718578
8531	2529	-798.869066	399.711171
8541	2444	-798.883035	399.714787
8551	2602	-798.802479	399.695006
8561	2462	-798.806681	399.69583
8571	2605	-798.835608	399.702485
8581	2528	-798.819718	399.700967
8591	2501	-798.857875	399.705739
8601	2564	-798.871759	399.711661
8611	2604	-798.791778	399.689931
8621	2544	-798.79086	399.692843
8631	2560	-798.854362	399.708493
8641	2614	-798.785789	399.691471
8651	2516	-798.945324	399.731823
8661	2332	-798.941924	399.731671
8671	2385	-798.946373	399.73175
8681	2520	-798.878931	399.714549
8691	2436	-798.894489	399.71925
8701	2314	-798.981267	399.741409
8711	2367	-798.989324	399.743543
8721	2604	-798.843711	399.70508
8731	2530	-798.826709	399.701981
8741	2499	-798.869695	399.710559
8751	2488	-798.884699	399.715461
8761	2626	-798.875014	399.71122
8771	2564	-798.863984	399.711549
8781	2673	-798.786471	399.691607
8791	2536	-798.804687	399.693778
8801	2436	-798.908306	399.721623
8811	2518	-798.890024	399.717172
8821	2611	-798.793788	399.691191
8831	2545	-798.843619	399.703997
8841	2500	-798.867096	399.712024
8851	2428	-798.923511	399.726133
8861	2508	-798.853403	399.707708
8871	2464	-798.860106	399.707136
8881	2563	-798.882108	399.713996
8891	2540	-798.880216	399.714993
8901	2542	-798.885069	399.715987
8911	2444	-798.893502	399.717203
8921	2514	-798.884878	399.715727
8931	2599	-798.825663	399.701265
8941	2650	-798.814898	399.696231
8951	2678	-798.818009	399.698134
8961	2567	-798.936279	399.729048
8971	2378	-799.002564	399.744733
8981	2652	-798.896337	399.715622
8991	2596	-798.801913	399.694361
9001	2598	-798.850794	399.706033
9011	2638	-798.874265	399.711908
9021	2662	-798.835606	399.702029
9031	2632	-798.883402	399.716975
9041	2624	-798.863842	399.7122
9051	2650	-798.887637	399.716053
9061	2572	-798.912261	399.72343
9071	2682	-798.863631	399.709624
9081	2626	-798.852549	399.708843
9091	2460	-798.96689	399.736663
9101	2720	-798.833095	399.701791
9111	2767	-798.804961	399.693118
9121	2596	-798.869861	399.713409
9131	2645	-798.77998	399.688972
9141	2578	-798.882398	399.716224
9151	2742	-798.815867	399.698612
9161	2690	-798.851217	399.707674
9171	2735	-798.863374	399.710391
9181	2723	-798.858512	399.708093
9191	2572	-798.918942	399.724296
9201	2714	-798.851429	399.70851
9211	2768	-798.795353	399.69189
9221	2706	-798.852619	399.706973
9231	2740	-798.866428	399.710324
9241	2446	-798.99578	399.745049
9251	2724	-798.851151	399.707491
9261	2556	-798.921067	399.725516
9271	2602	-798.852767	399.709416
9281	2662	-798.850555	399.70779
9291	2573	-798.869874	399.713056
9301	2490	-798.970863	399.740028
9311	2664	-798.864569	399.711524
9321	2810	-798.82416	399.701534
9331	2606	-798.916301	399.725646
9341	2574	-798.926453	399.724655
9351	2820	-798.861726	399.708053
9361	2458	-799.012499	399.749599
9371	2891	-798.824458	399.698858
9381	2580	-798.950645	399.734357
9391	2742	-798.820999	399.698435
9401	2702	-798.870758	399.71152
9411	2816	-798.802253	399.693338
9421	2808	-798.842161	399.705127
9431	2712	-798.87944	399.715195
9441	2842	-798.886982	399.717827
9451	2804	-798.835256	399.70183
9461	2857	-798.783215	399.689039
9471	2766	-798.88375	399.716609
9481	2790	-798.84316	399.706993
9491	2634	-798.951006	399.73301
9501	2735	-798.895695	399.71603
9511	2730	-798.860688	399.708548
9521	2826	-798.81483	399.699611
9531	2702	-798.897073	399.719022
9541	2882	-798.764909	399.683052
9551	2869	-798.80557	399.696995
9561	2736	-798.825227	399.699822
9571	2934	-798.735764	399.676105
9581	2596	-798.932888	399.728003
9591	2760	-798.863518	399.709728
9601	2792	-798.878034	399.713363
9611	2704	-798.930808	399.727396
9621	2830	-798.848768	399.704605
9631	2936	-798.76233	399.685183
9641	2740	-798.85655	399.708122
9651	2948	-798.769039	399.686043
9661	2772	-798.949591	399.73274
9671	2816	-798.836108	399.702409
9681	2868	-798.823675	399.699411
9691	2958	-798.785677	399.688783
9701	2746	-798.874343	399.71405
9711	2772	-798.924107	399.728349
9721	2750	-798.898879	399.720399
9731	2758	-798.900832	399.718426
9741	2580	-798.942614	399.731444
9751	2868	-798.804225	399.69439
9761	2833	-798.896834	399.718471
9771	2938	-798.831235	399.700542
9781	2780	-798.897045	399.718843
9791	2848	-798.880605	399.71484
9801	2870	-798.889501	399.7186
9811	2878	-798.858832	399.709306
9821	2830	-798.890948	399.716729
9831	2816	-798.91893	399.723731
9841	2948	-798.837923	399.704705
9851	2856	-798.834636	399.702568
9861	2892	-798.899909	399.719298
9871	2790	-798.925337	399.726674
9881	2932	-798.818338	399.699018
9891	2874	-798.829239	399.698918
9901	2934	-798.855065	399.706898
9911	2886	-798.809	399.695692
9921	2850	-798.852938	399.708094
9931	2956	-798.845232	399.705971
9941	2792	-798.878584	399.714717
9951	2692	-798.972968	399.739122
9961	2748	-798.971589	399.738982
9971	2744	-798.832615	399.702136
9981	2770	-798.949203	399.732091
9991	2888	-798.881794	399.715144
10001	2848	-798.886111	399.716028
10011	2926	-798.858855	399.70952
10021	2800	-798.923062	399.725975
10031	2932	-798.865118	399.711694
10041	2919	-798.927597	399.727517
10051	3118	-798.810865	399.696548
10061	2986	-798.836696	399.702018
10071	2912	-798.939132	399.727733
10081	2754	-798.967563	399.736534
10091	2752	-798.896839	399.71975
10101	2769	-798.948619	399.732898
10111	2738	-798.948868	399.732371
10121	3088	-798.813951	399.697461
10131	2996	-798.851841	399.707827
10141	2842	-798.854156	399.707129
10151	2850	-798.925032	399.726135
10161	2814	-798.935144	399.728964
10171	2918	-798.909448	399.722348
10181	3006	-798.895197	399.718888
10191	2838	-798.949661	399.733098
10201	3028	-798.806392	399.695912
10211	3020	-798.83459	399.701498
10221	2997	-798.79503	399.693768
10231	2996	-798.842342	399.702082
10241	2992	-798.843472	399.704912
10251	2976	-798.827431	399.701102
10261	2994	-798.836371	399.702953
10271	3012	-798.913446	399.721351
10281	2974	-798.854197	399.707227
10291	3024	-798.853367	399.708094
10301	2964	-798.879332	399.714785
10311	3050	-798.812142	399.692755
10321	3056	-798.851662	399.706618
10331	3092	-798.810183	399.697028
10341	3054	-798.877865	399.715888
10351	2905	-798.915274	399.722925
10361	3162	-798.757263	399.684007
10371	3050	-798.886896	399.715939
10381	3150	-798.779694	399.690011
10391	2988	-798.860937	399.709941
10401	2954	-798.873954	399.713874
10411	2938	-798.905389	399.721064
10421	3080	-798.849247	399.704635
10431	2992	-798.899051	399.719873
10441	3002	-798.942247	399.731443
10451	2918	-798.880873	399.715243
10461	2908	-798.938151	399.729471
10471	2864	-798.951772	399.731258
10481	3166	-798.844767	399.705181
10491	2938	-798.911448	399.721857
10501	2938	-798.899152	399.719646
10511	3026	-798.861003	399.710399
10521	2956	-798.932421	399.728163
10531	3034	-798.824423	399.700883
10541	2976	-798.869936	399.71312
10551	2920	-798.902474	399.718889
10561	3106	-798.842913	399.704952
10571	3096	-798.882982	399.715637
10581	3114	-798.814101	399.696626
10591	3032	-798.876782	399.71353
10601	3018	-798.894444	399.718328
10611	3066	-798.835925	399.704646
10621	3236	-798.735336	399.67875
10631	3048	-798.89493	399.716866
10641	3020	-798.923034	399.725026
10651	3112	-798.867336	399.709135
10661	3156	-798.806866	399.696839
10671	3058	-798.861213	399.708931
10681	3277	-798.771276	399.687108
10691	3038	-798.943036	399.731176
10701	3018	-798.905897	399.72283
10711	3074	-798.8692	399.711698
10721	3102	-798.875105	399.714392
10731	3142	-798.884354	399.71559
10741	3096	-798.872731	399.711759
10751	3024	-798.927728	399.727095
10761	3224	-798.807174	399.693709
10771	3146	-798.851732	399.709405
10781	3101	-798.881736	399.714498
10791	3158	-798.872023	399.712353
10801	3122	-798.868623	399.711879
10811	3181	-798.86634	399.711775
10821	3250	-798.828944	399.701876
10831	3140	-798.869541	399.711569
10841	3239	-798.883867	399.716631
10851	3190	-798.876048	399.714496
10861	3102	-798.902495	399.719915
10871	3058	-798.889891	399.717413
10881	3252	-798.816285	399.69727
10891	3196	-798.897806	399.71885
10901	3136	-798.895881	399.719108
10911	3311	-798.792411	399.691321
10921	3209	-798.85212	399.707536
10931	3328	-798.811088	399.69646
10941	3184	-798.841422	399.704232
10951	3146	-798.909323	399.722217
10961	3138	-798.832953	399.701305
10971	3104	-798.90803	399.72327
10981	3258	-798.825608	399.700938
10991	3176	-798.824857	399.70121
11001	3126	-798.882647	399.716026
11011	3136	-798.861502	399.707384
11021	3130	-798.892659	399.715634
11031	3236	-798.881697	399.714804
11041	3196	-798.837786	399.703469
11051	3392	-798.795765	399.694507
11061	3232	-798.880029	399.715035
11071	3358	-798.814922	399.696324
11081	3230	-798.815269	399.697861
11091	3344	-798.797584	399.692363
11101	3266	-798.864607	399.710837
11111	3116	-798.96139	399.735217
11121	3260	-798.855499	399.7074
11131	3186	-798.836403	399.701734
11141	3150	-798.926847	399.726595
11151	3326	-798.856067	399.708726
11161	3128	-798.882537	399.7149
11171	3074	-798.900367	399.721063
11181	3186	-798.869153	399.713085
11191	3293	-798.829774	399.699937
11201	3328	-798.825105	399.699848
11211	3126	-798.885737	399.71635
11221	3104	-798.93129	399.728366
11231	3312	-798.838928	399.703143
11241	3330	-798.829997	399.70145
11251	3204	-798.870856	399.713625
11261	3056	-798.922298	399.725779
11271	3082	-798.918641	399.724071
11281	3274	-798.877759	399.714387
11291	3274	-798.88265	399.714463
11301	3346	-798.807185	399.695425
11311	3250	-798.850323	399.708072
11321	3408	-798.778906	399.68925
11331	3335	-798.865766	399.709293
11341	3214	-798.93766	399.72789
11351	3242	-798.852964	399.706458
11361	3340	-798.833201	399.701083
11371	3318	-798.903175	399.721924
11381	3320	-798.928741	399.727089
11391	3244	-798.893512	399.71855
11401	3120	-798.932725	399.727392
11411	3402	-798.817282	399.698887
11421	3384	-798.801856	399.695123
11431	3324	-798.883737	399.714461
11441	3386	-798.857792	399.708592
11451	3353	-798.84342	399.706227
11461	3408	-798.79836	399.694442
11471	3300	-798.930172	399.726441
11481	3308	-798.893476	399.716924
11491	3280	-798.87773	399.714037
11501	3160	-798.87175	399.712895
11511	3240	-798.90887	399.72131
11521	3438	-798.770246	399.686659
11531	3290	-798.855607	399.707571
11541	3333	-798.87774	399.71389
11551	3272	-798.889793	399.716042
11561	3334	-798.873108	399.713174
11571	3430	-798.839513	399.703051
11581	3246	-798.922027	399.724203
11591	3224	-798.930204	399.72772
11601	3212	-798.870442	399.711404
11611	3474	-798.820084	399.699767
11621	3556	-798.7736	399.687979
11631	3396	-798.801823	399.69289
11641	3328	-798.85405	399.707757
11651	3492	-798.810403	399.695133
11661	3343	-798.909527	399.722322
11671	3500	-798.842944	399.70371
11681	3372	-798.860372	399.707388
11691	3368	-798.837738	399.703019
11701	3322	-798.894112	399.718144
11711	3462	-798.852019	399.708308
11721	3454	-798.849245	399.705315
11731	3512	-798.816128	399.697213
11741	3488	-798.861085	399.708883
11751	3386	-798.860352	399.709812
11761	3476	-798.821529	399.700026
11771	3440	-798.887095	399.716082
11781	3312	-798.911807	399.721416
11791	3456	-798.85472	399.708082
11801	3290	-798.951275	399.732904
11811	3256	-798.879688	399.714842
11821	3356	-798.921919	399.724558
11831	3332	-798.885978	399.716
11841	3324	-798.910227	399.72249
11851	3356	-798.865243	399.712261
11861	3578	-798.831464	399.70306
11871	3348	-798.875916	399.713419
11881	3448	-798.850602	399.705749
11891	3318	-798.936338	399.729375
11901	3456	-798.891858	399.717167
11911	3462	-798.87331	399.712535
11921	3564	-798.761513	399.682913
11931	3354	-798.901349	399.721398
11941	3328	-798.899925	399.719789
11951	3460	-798.828215	399.699105
11961	3505	-798.819162	399.699523
11971	3439	-798.880962	399.713975
11981	3456	-798.861531	399.711042
11991	3566	-798.86248	399.709782
12001	3496	-798.87576	399.714357
12011	3424	-798.908667	399.720922
12021	3558	-798.815739	399.69703
12031	3552	-798.863602	399.711745
12041	3276	-798.971514	399.740055
12051	3532	-798.83993	399.704589
12061	3402	-798.915181	399.723572
12071	3476	-798.833899	399.701765
12081	3512	-798.833871	399.702343
12091	3404	-798.917211	399.723431
12101	3476	-798.863565	399.710272
12111	3452	-798.932541	399.727025
12121	3530	-798.85587	399.708605
12131	3604	-798.856154	399.70868
12141	3552	-798.873898	399.711556
12151	3468	-798.901819	399.718377
12161	3436	-798.874435	399.713346
12171	3498	-798.873716	399.713417
12181	3358	-798.905837	399.722026
12191	3442	-798.902797	399.720778
12201	3516	-798.785345	399.689042
12211	3516	-798.903611	399.719925
12221	3566	-798.793879	399.692497
12231	3568	-798.828877	399.702069
12241	3608	-798.805653	399.69496
12251	3606	-798.861481	399.708595
12261	3474	-798.915586	399.724166
12271	3494	-798.900497	399.719827
12281	3266	-798.960997	399.735038
12291	3438	-798.885038	399.714262
12301	3546	-798.901878	399.720836
12311	3404	-798.912517	399.723012
12321	3514	-798.887753	399.717555
12331	3526	-798.853945	399.708215
12341	3588	-798.83964	399.705534
12351	3682	-798.808841	399.694438
12361	3582	-798.829868	399.702613
12371	3596	-798.806564	399.695093
12381	3472	-798.882158	399.71537
12391	3566	-798.899524	399.718828
12401	3658	-798.814934	399.697282
12411	3782	-798.807187	399.696237
12421	3532	-798.917962	399.722406
12431	3463	-798.885689	399.715389
12441	3888	-798.727433	399.674463
12451	3773	-798.793671	399.692715
12461	3534	-798.87489	399.713025
12471	3695	-798.812285	399.696416
12481	3544	-798.946238	399.731432
12491	3552	-798.845889	399.705068
12501	3588	-798.852572	399.709303
12511	3692	-798.820878	399.698026
12521	3620	-798.875809	399.714719
12531	3737	-798.808076	399.696433
12541	3632	-798.898652	399.717247
12551	3598	-798.897936	399.717951
12561	3747	-798.819521	399.700024
12571	3640	-798.862779	399.710286
12581	3676	-798.883078	399.713854
12591	3532	-798.903661	399.722341
12601	3622	-798.848028	399.707166
12611	3494	-798.874316	399.714218
12621	3738	-798.798827	399.690833
12631	3456	-798.933418	399.727496
12641	3716	-798.812436	399.697334
12651	3714	-798.901905	399.720338
12661	3584	-798.851592	399.707448
12671	3648	-798.894168	399.718886
12681	3614	-798.911127	399.721473
12691	3558	-798.878891	399.714758
12701	3700	-798.873475	399.713093
12711	3694	-798.850444	399.705924
12721	3736	-798.871472	399.712758
12731	3788	-798.846595	399.706857
12741	3670	-798.896162	399.718546
12751	3634	-798.838679	399.704023
12761	3732	-798.848053	399.705979
12771	3562	-798.857098	399.708715
12781	3704	-798.914952	399.724748
12791	3508	-798.939567	399.730592
12801	3624	-798.91071	399.722834
12811	3658	-798.909375	399.723051
12821	3698	-798.879339	399.714531
12831	3664	-798.87803	399.713974
12841	3818	-798.806946	399.69722
12851	3830	-798.856431	399.708816
12861	3900	-798.784853	399.689293
12871	3728	-798.852304	399.706317
12881	3848	-798.852884	399.707476
12891	3757	-798.798852	399.692654
12901	3756	-798.854042	399.706689
12911	3653	-798.848734	399.706452
12921	3686	-798.883678	399.716121
12931	3916	-798.8434	399.703967
12941	3834	-798.794529	399.693532
12951	3686	-798.905104	399.720948
12961	3826	-798.838361	399.704344
12971	3782	-798.874721	399.712744
12981	3758	-798.915646	399.721901
12991	4004	-798.779155	399.687784
13001	3758	-798.901931	399.720022
13011	3570	-798.927369	399.727461
13021	3654	-798.914983	399.72337
13031	3700	-798.889111	399.717443
13041	3808	-798.837819	399.703704
13051	3657	-798.911041	399.72186
13061	3825	-798.921369	399.725748
13071	3738	-798.899243	399.719532
13081	3775	-798.900696	399.721275
13091	3682	-798.886258	399.716752
13101	3970	-798.817495	399.698649
13111	3729	-798.879719	399.713981
13121	3826	-798.842161	399.705053
13131	3866	-798.838474	399.703298
13141	3882	-798.861578	399.709459
13151	3748	-798.838415	399.704661
13161	3696	-798.926829	399.726009
13171	3758	-798.864475	399.710576
13181	3584	-798.924816	399.726424
13191	3944	-798.808582	399.695853
13201	3762	-798.880994	399.715476
13211	3902	-798.868519	399.711301
13221	3652	-798.922018	399.725739
13231	3998	-798.834253	399.702819
13241	3790	-798.842384	399.704705
13251	3932	-798.830277	399.701306
13261	3984	-798.819094	399.696101
13271	3816	-798.907392	399.720142
13281	3958	-798.808523	399.6943
13291	3690	-798.924686	399.72598
13301	3988	-798.839786	399.704233
13311	3941	-798.84156	399.704305
13321	3914	-798.852939	399.706779
13331	3872	-798.844798	399.704148
13341	4018	-798.814782	399.697624
13351	3877	-798.922028	399.726013
13361	3850	-798.871043	399.712297
13371	3592	-798.961334	399.735398
13381	3850	-798.898737	399.719154
13391	3916	-798.889403	399.717422
13401	4034	-798.820685	399.69853
13411	3864	-798.839162	399.703527
13421	3896	-798.857909	399.708815
13431	3930	-798.89688	399.716477
13441	3772	-798.926568	399.726657
13451	4054	-798.813471	399.69742
13461	3880	-798.917465	399.724389
13471	3888	-798.854428	399.70752
13481	3984	-798.830947	399.701209
13491	3887	-798.879253	399.711511
13501	3992	-798.867047	399.712466
13511	3884	-798.854267	399.708386
13521	3792	-798.916057	399.723097
13531	3892	-798.848866	399.706895
13541	3731	-798.956946	399.734141
13551	3958	-798.860306	399.710427
13561	3856	-798.853477	399.706954
13571	3898	-798.860806	399.710412
13581	3921	-798.879317	399.71357
13591	4003	-798.842175	399.705099
13601	3938	-798.897728	399.719432
13611	4015	-798.823892	399.699361
13621	3884	-798.877909	399.713824
13631	3931	-798.847627	399.706698
13641	3992	-798.82472	399.698996
13651	3909	-798.836422	399.704197
13661	3986	-798.875046	399.713784
13671	3855	-798.850413	399.705654
13681	3874	-798.895695	399.720342
13691	3844	-798.915492	399.724198
13701	3964	-798.890592	399.716955
13711	4116	-798.816717	399.697177
13721	3964	-798.881423	399.716056
13731	4074	-798.840288	399.705921
13741	4038	-798.87228	399.713558
13751	3892	-798.871064	399.714203
13761	4058	-798.796308	399.693046
13771	3994	-798.814901	399.697335
13781	3824	-798.944924	399.732095
13791	3942	-798.869118	399.711261
13801	3808	-798.930802	399.726831
13811	4188	-798.802694	399.694446
13821	3964	-798.855654	399.709717
13831	4014	-798.855614	399.708626
13841	3877	-798.921465	399.724586
13851	4026	-798.893654	399.717277
13861	4044	-798.838179	399.704062
13871	4038	-798.841324	399.703122
13881	4252	-798.793171	399.691377
13891	4320	-798.795479	399.692031
13901	3998	-798.825696	399.70218
13911	4218	-798.824815	399.700669
13921	4146	-798.818188	399.698872
13931	4159	-798.814443	399.698371
13941	3998	-798.863783	399.710638
13951	4016	-798.846248	399.706114
13961	3984	-798.883748	399.716066
13971	4296	-798.756281	399.682056
13981	4010	-798.871898	399.713039
13991	4045	-798.805232	399.694232
14001	3998	-798.864938	399.711306
14011	4118	-798.877453	399.713654
14021	4338	-798.80465	399.695172
14031	3962	-798.867935	399.710783
14041	3932	-798.984403	399.740759
14051	4084	-798.890328	399.714611
14061	4048	-798.899367	399.718654
14071	4180	-798.818279	399.697818
14081	3972	-798.91627	399.724877
14091	4120	-798.831595	399.701795
14101	3944	-798.872704	399.71307
14111	4108	-798.883424	399.715258
14121	4170	-798.761278	399.682884
14131	4092	-798.855	399.708159
14141	4060	-798.87957	399.714589
14151	4143	-798.903823	399.72115
14161	4054	-798.92437	399.725019
14171	4282	-798.792181	399.690071
14181	4258	-798.835625	399.703406
14191	4056	-798.893665	399.716863
14201	4008	-798.888247	399.71664
14211	4004	-798.889311	399.717824
14221	4188	-798.851558	399.706631
14231	4144	-798.849835	399.706275
14241	4032	-798.910751	399.721508
14251	4102	-798.819171	399.698547
14261	4050	-798.905266	399.721899
14271	4456	-798.779062	399.688179
14281	4326	-798.811008	399.69596
14291	4010	-798.855783	399.708348
14301	4258	-798.828334	399.70086
14311	4176	-798.850395	399.704423
14321	4055	-798.874939	399.713986
14331	4018	-798.927639	399.726607
14341	4178	-798.810404	399.697511
14351	4148	-798.861403	399.710125
14361	4035	-798.882251	399.714226
14371	4146	-798.883863	399.714982
14381	4265	-798.829289	399.700994
14391	4128	-798.842332	399.705649
14401	4180	-798.918408	399.725158
14411	4187	-798.842828	399.705503
14421	4178	-798.861383	399.70959
14431	4040	-798.892662	399.717137
14441	3963	-798.861021	399.7093
14451	4158	-798.892257	399.716283
14461	4160	-798.837425	399.704446
14471	4122	-798.875821	399.711976
14481	4206	-798.829639	399.700849
14491	4338	-798.838175	399.703678
14501	4210	-798.866285	399.710503
14511	4082	-798.884984	399.716353
14521	4211	-798.872529	399.712417
14531	4220	-798.863671	399.709586
14541	4140	-798.913692	399.719827
14551	3886	-798.988935	399.742698
14561	4080	-798.890186	399.717739
14571	4328	-798.82726	399.699677
14581	4214	-798.837117	399.703998
14591	4372	-798.857378	399.707902
14601	4161	-798.884734	399.713444
14611	4274	-798.843885	399.704059
14621	4230	-798.88325	399.714931
14631	4183	-798.875812	399.714305
14641	4215	-798.837511	399.704255
14651	4462	-798.824927	399.69886
14661	4218	-798.85383	399.708888
14671	4257	-798.879967	399.714403
14681	4118	-798.852122	399.706696
14691	4136	-798.860255	399.710027
14701	4144	-798.877627	399.713897
14711	4000	-798.936306	399.729862
14721	4371	-798.815298	399.697847
14731	4269	-798.854932	399.708234
14741	4372	-798.868191	399.710874
14751	4261	-798.882516	399.716223
14761	4304	-798.799539	399.695007
14771	4268	-798.850992	399.706723
14781	4405	-798.786821	399.690549
14791	4235	-798.893652	399.719154
14801	4320	-798.886562	399.71556
14811	4376	-798.850044	399.706299
14821	4222	-798.904257	399.721071
14831	4286	-798.893399	399.718428
14841	4350	-798.804663	399.694899
14851	4358	-798.801966	399.694835
14861	4182	-798.898594	399.718458
14871	4344	-798.865981	399.710981
14881	4374	-798.896042	399.71803
14891	4262	-798.875025	399.713787
14901	4348	-798.840346	399.705255
14911	4293	-798.872778	399.71122
14921	4051	-798.952885	399.734334
14931	4464	-798.818565	399.698748
14941	4260	-798.884947	399.715146
14951	4277	-798.918601	399.724299
14961	4292	-798.874139	399.713388
14971	4300	-798.876495	399.712778
14981	4316	-798.832922	399.701889
14991	4484	-798.772063	399.686612
15001	4612	-798.780615	399.688021
15011	4246	-798.893611	399.71754
15021	4420	-798.860529	399.708808
15031	4518	-798.771871	399.687845
15041	4314	-798.915232	399.72196
15051	4392	-798.811242	399.697562
15061	4374	-798.863555	399.710112
15071	4424	-798.824497	399.699954
15081	4433	-798.834295	399.703866
15091	4244	-798.9175	399.724737
15101	4390	-798.86789	399.711807
15111	4296	-798.920786	399.723645
15121	4421	-798.883143	399.71576
15131	4320	-798.888375	399.716873
15141	4298	-798.887524	399.71772
15151	4467	-798.840209	399.704838
15161	4339	-798.894796	399.718488
15171	4274	-798.882869	399.715246
15181	4448	-798.841447	399.705948
15191	4490	-798.841419	399.703904
15201	4366	-798.887442	399.716203
15211	4318	-798.859773	399.710867
15221	4510	-798.846331	399.705013
15231	4384	-798.872825	399.713348
15241	4422	-798.83026	399.701594
15251	4282	-798.874041	399.71333
15261	4438	-798.858528	399.708407
15271	4356	-798.908519	399.721564
15281	4364	-798.853478	399.708003
15291	4510	-798.867569	399.711595
15301	4452	-798.826221	399.700935
15311	4358	-798.890732	399.717197
15321	4368	-798.897722	399.719862
15331	4348	-798.868437	399.711043
15341	4464	-798.887426	399.716707
15351	4390	-798.917856	399.724708
15361	4504	-798.835753	399.702624
15371	4078	-798.981979	399.740811
15381	4628	-798.796957	399.692998
15391	4284	-798.881164	399.714768
15401	4583	-798.845789	399.704305
15411	4508	-798.878204	399.71423
15421	4384	-798.879191	399.714286
15431	4435	-798.848811	399.705917
15441	4620	-798.824169	399.700278
15451	4451	-798.8736	399.713417
15461	4390	-798.934351	399.727443
15471	4382	-798.908409	399.721673
15481	4452	-798.853821	399.707771
15491	4442	-798.913692	399.72384
15501	4534	-798.868202	399.711244
15511	4470	-798.892141	399.718136
15521	4390	-798.899298	399.718188
15531	4480	-798.869101	399.711673
15541	4558	-798.87652	399.713403
15551	4424	-798.867211	399.71153
15561	4312	-798.928604	399.728295
15571	4768	-798.808297	399.695716
15581	4434	-798.896862	399.718632
15591	4586	-798.834969	399.702136
15601	4666	-798.790847	399.690661
15611	4504	-798.889245	399.717123
15621	4590	-798.869727	399.710774
15631	4490	-798.896552	399.71966
15641	4519	-798.890864	399.715875
15651	4392	-798.923008	399.726535
15661	4640	-798.823574	399.699253
15671	4560	-798.834535	399.703146
15681	4670	-798.836809	399.702825
15691	4636	-798.828373	399.701612
15701	4410	-798.909369	399.722183
15711	4686	-798.813061	399.697664
15721	4714	-798.788627	399.691495
15731	4669	-798.861611	399.708982
15741	4652	-798.809478	399.695572
15751	4574	-798.908006	399.721795
15761	4562	-798.875706	399.712455
15771	4496	-798.900514	399.718597
15781	4734	-798.781319	399.68874
15791	4514	-798.891014	399.715534
15801	4572	-798.868932	399.711664
15811	4424	-798.922016	399.72652
15821	4534	-798.901207	399.719487
15831	4480	-798.871076	399.710821
15841	4516	-798.903605	399.722492
15851	4548	-798.884108	399.714844
15861	4512	-798.868924	399.711368
15871	4524	-798.864848	399.710289
15881	4646	-798.874378	399.713368
15891	4836	-798.857215	399.70713
15901	4500	-798.871266	399.712471
15911	4836	-798.776947	399.687386
15921	4606	-798.880472	399.715093
15931	4560	-798.879166	399.714393
15941	4812	-798.764193	399.685591
15951	4795	-798.825403	399.699956
15961	4706	-798.840674	399.702525
15971	4798	-798.798072	399.694571
15981	4512	-798.874163	399.712534
15991	4718	-798.863361	399.711338
16001	4614	-798.88357	399.715518
16011	4770	-798.871526	399.712198
16021	4592	-798.880969	399.714999
16031	4484	-798.902876	399.72104
16041	4652	-798.874883	399.711863
16051	4772	-798.862376	399.709551
16061	4480	-798.9114	399.721437
16071	4782	-798.832431	399.701948
16081	4606	-798.893601	399.719296
16091	4720	-798.863961	399.711143
16101	4702	-798.867648	399.71095
16111	4830	-798.809012	399.697846
16121	4758	-798.780969	399.688357
16131	4796	-798.825119	399.698965
16141	4722	-798.877641	399.712657
16151	4742	-798.819144	399.698595
16161	4604	-798.869872	399.710785
16171	4690	-798.887144	399.716035
16181	4730	-798.865089	399.710772
16191	4742	-798.865296	399.710827
16201	4702	-798.891426	399.716684
16211	4692	-798.887669	399.716612
16221	4642	-798.878737	399.713335
16231	4664	-798.828168	399.700573
16241	4888	-798.789976	399.690906
16251	4702	-798.86727	399.710172
16261	4714	-798.833282	399.702847
16271	4482	-798.935284	399.729457
16281	4722	-798.865426	399.712671
16291	4822	-798.866613	399.711129
16301	4763	-798.841543	399.704558
16311	4752	-798.857213	399.709889
16321	4858	-798.807671	399.695484
16331	4594	-798.900251	399.720654
16341	4530	-798.913898	399.723762
16351	4675	-798.881781	399.714513
16361	4759	-798.903001	399.720433
16371	4618	-798.869953	399.711563
16381	4717	-798.854527	399.706611
16391	4544	-798.887926	399.716552
16401	4743	-798.862996	399.710262
16411	4782	-798.85199	399.707513
16421	4870	-798.842458	399.705621
16431	4844	-798.866776	399.710547
16441	4792	-798.892038	399.717779
16451	4806	-798.80445	399.695216
16461	4746	-798.795213	399.691635
16471	4780	-798.879971	399.71465
16481	4764	-798.863904	399.710576
16491	4653	-798.869444	399.711843
16501	4930	-798.82189	399.698927
16511	4687	-798.911271	399.722851
16521	4900	-798.824042	399.700987
16531	4666	-798.939689	399.728994
16541	4766	-798.829575	399.702195
16551	4736	-798.887801	399.716754
16561	4892	-798.841857	399.704124
16571	4712	-798.91111	399.72301
16581	4830	-798.861589	399.709306
16591	4848	-798.874329	399.713459
16601	4876	-798.861273	399.710017
16611	4604	-798.897357	399.719704
16621	4821	-798.8831	399.715541
16631	4671	-798.878239	399.714509
