n  spin_accpt	Ecalc	 Mabs_calc
16641	4856	-798.872664	399.713118
16651	4830	-798.85076	399.707165
16661	4928	-798.856971	399.708061
16671	4808	-798.873013	399.711715
16681	4770	-798.852827	399.707212
16691	4750	-798.906956	399.720568
16701	4938	-798.821388	399.699659
16711	4980	-798.845551	399.705104
16721	4784	-798.890258	399.716763
16731	4653	-798.900484	399.719682
16741	4798	-798.844752	399.705752
16751	4862	-798.858098	399.708555
16761	4742	-798.925124	399.725553
16771	4882	-798.890227	399.716415
16781	4834	-798.861808	399.710029
16791	4850	-798.886546	399.715681
16801	4952	-798.845069	399.706327
16811	4928	-798.840045	399.704836
16821	4732	-798.882587	399.716069
16831	4942	-798.842612	399.70483
16841	4960	-798.834511	399.702274
16851	4892	-798.895258	399.718118
16861	4954	-798.836368	399.702983
16871	4978	-798.792484	399.69166
16881	4742	-798.917837	399.723121
16891	4730	-798.91161	399.723877
16901	4838	-798.890953	399.717413
16911	5104	-798.777364	399.687422
16921	4724	-798.919686	399.723421
16931	4996	-798.830784	399.703266
16941	5062	-798.782835	399.688448
16951	4978	-798.875583	399.713645
16961	4932	-798.873887	399.713932
16971	4934	-798.827176	399.701137
16981	4908	-798.882516	399.714269
16991	4934	-798.832794	399.701489
17001	4850	-798.899594	399.719193
17011	4753	-798.894833	399.718888
17021	4880	-798.881852	399.713765
17031	4840	-798.908578	399.722036
17041	4790	-798.884338	399.716096
17051	5046	-798.813442	399.696792
17061	4980	-798.820702	399.698845
17071	4820	-798.911839	399.72257
17081	4936	-798.859786	399.708448
17091	4822	-798.887602	399.716927
17101	5005	-798.825332	399.700953
17111	4952	-798.82485	399.701011
17121	4916	-798.921325	399.725016
17131	4868	-798.88156	399.713852
17141	4979	-798.838574	399.704218
17151	4880	-798.919013	399.72573
17161	4996	-798.851116	399.706894
17171	5034	-798.865529	399.710326
17181	4864	-798.907398	399.721669
17191	5126	-798.790065	399.691001
17201	4936	-798.823324	399.700599
17211	4998	-798.853059	399.708094
17221	5054	-798.83793	399.702805
17231	5104	-798.810284	399.696129
17241	4982	-798.862943	399.709994
17251	5108	-798.847835	399.704829
17261	4972	-798.873298	399.712068
17271	4898	-798.909154	399.721614
17281	5000	-798.841271	399.703952
17291	4988	-798.885432	399.716153
17301	4994	-798.881452	399.714699
17311	5128	-798.829877	399.701461
17321	5055	-798.909763	399.72161
17331	4920	-798.844383	399.70596
17341	4972	-798.896488	399.718586
17351	5158	-798.812979	399.697424
17361	5086	-798.840389	399.704741
17371	4908	-798.897473	399.719763
17381	5084	-798.871181	399.711754
17391	5256	-798.819159	399.69973
17401	5006	-798.880984	399.714269
17411	5004	-798.850152	399.706967
17421	5216	-798.827851	399.700706
17431	4682	-798.933624	399.728989
17441	4888	-798.908778	399.72169
17451	5160	-798.819781	399.699501
17461	5024	-798.844511	399.705286
17471	4896	-798.901036	399.719764
17481	5188	-798.838968	399.703564
17491	5080	-798.846721	399.705677
17501	4934	-798.867036	399.710988
17511	4840	-798.92913	399.727029
17521	5128	-798.844586	399.70561
17531	5124	-798.853688	399.706805
17541	4994	-798.893564	399.716322
17551	4922	-798.886445	399.716028
17561	5118	-798.880702	399.714937
17571	5038	-798.850378	399.707131
17581	5124	-798.836016	399.70252
17591	5080	-798.901711	399.721107
17601	5284	-798.824158	399.699563
17611	4954	-798.93135	399.727443
17621	5010	-798.884286	399.71534
17631	5110	-798.860416	399.709149
17641	5162	-798.828638	399.702058
17651	5191	-798.859215	399.709138
17661	5224	-798.811619	399.694128
17671	5010	-798.909852	399.722823
17681	4966	-798.898931	399.717776
17691	5247	-798.87536	399.713187
17701	5162	-798.852494	399.7077
17711	5084	-798.910959	399.722658
17721	4930	-798.907962	399.722589
17731	5114	-798.84857	399.707405
17741	5090	-798.876275	399.71377
17751	5086	-798.843333	399.703341
17761	5320	-798.864929	399.710602
17771	5156	-798.852963	399.707388
17781	5004	-798.95259	399.734886
17791	5130	-798.833118	399.701759
17801	5034	-798.873546	399.711926
17811	5034	-798.906069	399.720959
17821	5038	-798.859323	399.709219
17831	5356	-798.826987	399.700073
17841	5367	-798.82047	399.698896
17851	5322	-798.862585	399.708364
17861	5210	-798.823806	399.700129
17871	5196	-798.827374	399.70164
17881	5216	-798.831385	399.701247
17891	5108	-798.908725	399.720865
17901	5202	-798.834032	399.702586
17911	5056	-798.939199	399.729663
17921	5238	-798.838681	399.703811
17931	5229	-798.880821	399.715019
17941	5255	-798.857812	399.7086
17951	5414	-798.796947	399.693388
17961	5172	-798.872223	399.712934
17971	5176	-798.877747	399.713761
17981	5314	-798.84656	399.704021
17991	5190	-798.878773	399.714746
18001	5250	-798.842509	399.705239
18011	5328	-798.86647	399.709955
18021	5190	-798.873758	399.713112
18031	5152	-798.853308	399.707282
18041	5242	-798.887645	399.716756
18051	5042	-798.915074	399.72345
18061	5206	-798.881568	399.713748
18071	5056	-798.919816	399.724088
18081	5356	-798.854046	399.707428
18091	5368	-798.846056	399.706152
18101	5278	-798.831225	399.701895
18111	5086	-798.91403	399.724146
18121	5376	-798.816401	399.697699
18131	5284	-798.791462	399.692681
18141	5294	-798.841299	399.704978
18151	5388	-798.825409	399.699851
18161	5218	-798.861076	399.709267
18171	4992	-798.917396	399.723956
18181	5322	-798.839668	399.704417
18191	5361	-798.866692	399.709966
18201	5353	-798.857645	399.709906
18211	5315	-798.836527	399.702158
18221	5220	-798.899292	399.719554
18231	5362	-798.855795	399.70786
18241	5272	-798.849405	399.705499
18251	5172	-798.839077	399.703468
18261	5470	-798.82898	399.701002
18271	5336	-798.884133	399.714739
18281	5126	-798.873803	399.713911
18291	5290	-798.852769	399.706741
18301	5382	-798.851429	399.70559
18311	5346	-798.819071	399.698323
18321	5174	-798.89613	399.718138
18331	5446	-798.824941	399.700835
18341	5299	-798.842811	399.705469
18351	5326	-798.818811	399.69909
18361	5412	-798.847122	399.705789
18371	5210	-798.916989	399.724022
18381	5273	-798.899951	399.720146
18391	5330	-798.879887	399.714752
18401	5384	-798.81876	399.699038
18411	5356	-798.859378	399.708544
18421	5408	-798.846534	399.706531
18431	5300	-798.850198	399.707992
18441	5362	-798.868391	399.710211
18451	5342	-798.900656	399.719582
18461	5269	-798.876117	399.7141
18471	5288	-798.871745	399.711548
18481	5268	-798.852876	399.706726
18491	5182	-798.940674	399.728949
18501	5364	-798.808281	399.696449
18511	5508	-798.789477	399.692723
18521	5438	-798.826197	399.6998
18531	5153	-798.909071	399.721764
18541	5476	-798.856157	399.707783
18551	5465	-798.845992	399.705137
18561	5408	-798.862777	399.71036
18571	5500	-798.840127	399.704162
18581	5260	-798.876702	399.713578
18591	5314	-798.896886	399.718681
18601	5192	-798.934036	399.728509
18611	5352	-798.867766	399.711783
18621	5440	-798.854197	399.707749
18631	5250	-798.884655	399.71585
18641	5522	-798.845555	399.706561
18651	5557	-798.824513	399.699426
18661	5587	-798.797921	399.691549
18671	5500	-798.860907	399.710246
18681	5262	-798.884856	399.715433
18691	5544	-798.816543	399.697715
18701	5306	-798.864446	399.710176
18711	5414	-798.880872	399.715141
18721	5373	-798.865659	399.710379
18731	5368	-798.865624	399.71096
18741	5624	-798.822475	399.699269
18751	5282	-798.902032	399.719588
18761	5494	-798.897713	399.717606
18771	5358	-798.854403	399.708486
18781	5466	-798.868857	399.710346
18791	5548	-798.835613	399.703156
18801	5398	-798.90942	399.721185
18811	5483	-798.898729	399.718888
18821	5354	-798.883375	399.714255
18831	5462	-798.813021	399.696777
18841	5442	-798.879677	399.714346
18851	5278	-798.89364	399.717256
18861	5477	-798.855204	399.708817
18871	5498	-798.839489	399.704626
18881	5552	-798.892432	399.718341
18891	5501	-798.862739	399.709174
18901	5360	-798.930639	399.727739
18911	5393	-798.886997	399.716567
18921	5498	-798.849532	399.704878
18931	5502	-798.862606	399.709683
18941	5458	-798.87799	399.713848
18951	5476	-798.876471	399.713049
18961	5531	-798.892885	399.717104
18971	5457	-798.866902	399.711033
18981	5690	-798.833149	399.702545
18991	5430	-798.865147	399.709968
19001	5346	-798.895427	399.718015
19011	5364	-798.894956	399.718058
19021	5396	-798.918669	399.723674
19031	5345	-798.900951	399.719195
19041	5396	-798.871278	399.709574
19051	5352	-798.913233	399.723059
19061	5462	-798.88988	399.71565
19071	5664	-798.82712	399.700488
19081	5378	-798.912845	399.722761
19091	5544	-798.847834	399.70562
19101	5598	-798.867494	399.711429
19111	5554	-798.878761	399.715033
19121	5688	-798.791695	399.691439
19131	5590	-798.888296	399.716899
19141	5342	-798.912492	399.722167
19151	5582	-798.877761	399.713749
19161	5534	-798.849956	399.705652
19171	5336	-798.950081	399.73366
19181	5656	-798.8376	399.701997
19191	5514	-798.898859	399.71966
19201	5438	-798.896307	399.719598
19211	5564	-798.896257	399.717454
19221	5568	-798.864159	399.708444
19231	5524	-798.865998	399.710675
19241	5494	-798.926459	399.727249
19251	5562	-798.881513	399.714301
19261	5448	-798.87254	399.713826
19271	5714	-798.85486	399.708474
19281	5504	-798.844043	399.704165
19291	5622	-798.833238	399.703178
19301	5566	-798.882338	399.715041
19311	5512	-798.853917	399.708042
19321	5725	-798.831116	399.702396
19331	5516	-798.828824	399.70193
19341	5578	-798.881547	399.713872
19351	5558	-798.870963	399.710713
19361	5679	-798.833945	399.702805
19371	5706	-798.86201	399.710185
19381	5545	-798.901398	399.719726
19391	5616	-798.827291	399.701408
19401	5932	-798.807072	399.693727
19411	5548	-798.858379	399.709031
19421	5642	-798.845168	399.705679
19431	5554	-798.90649	399.721991
19441	5710	-798.846767	399.705468
19451	5710	-798.845098	399.705928
19461	5606	-798.880633	399.71502
19471	5720	-798.87525	399.714344
19481	5444	-798.885068	399.716236
19491	5534	-798.863886	399.710328
19501	5710	-798.863238	399.710374
19511	5792	-798.821178	399.699452
19521	5594	-798.901696	399.720813
19531	5754	-798.855358	399.707542
19541	5694	-798.846528	399.70544
19551	5770	-798.7884	399.68953
19561	5552	-798.909667	399.722305
19571	5898	-798.8205	399.698534
19581	5458	-798.924672	399.725346
19591	5596	-798.883773	399.715686
19601	5632	-798.857813	399.709096
19611	5862	-798.84269	399.704452
19621	5734	-798.845523	399.7045
19631	5496	-798.908054	399.722174
19641	5638	-798.847309	399.706838
19651	5594	-798.906519	399.721337
19661	5706	-798.846854	399.706526
19671	5678	-798.861878	399.709115
19681	5759	-798.821401	399.699406
19691	5416	-798.907724	399.720786
19701	5638	-798.848992	399.706309
19711	5522	-798.915124	399.723302
19721	5670	-798.883627	399.714619
19731	5790	-798.845877	399.705438
19741	5748	-798.853351	399.707411
19751	5690	-798.858387	399.708673
19761	5822	-798.843581	399.704772
19771	5632	-798.919023	399.725355
19781	5695	-798.878115	399.714069
19791	5734	-798.852408	399.707039
19801	5824	-798.864704	399.710621
19811	5632	-798.885064	399.716117
19821	5458	-798.90278	399.721003
19831	5556	-798.884373	399.716303
19841	5746	-798.868605	399.712212
19851	5822	-798.869578	399.712256
19861	5712	-798.877398	399.714113
19871	5542	-798.919229	399.725127
19881	5642	-798.852975	399.707761
19891	5678	-798.909255	399.722085
19901	5788	-798.865987	399.709964
19911	5748	-798.86977	399.711717
19921	5802	-798.893429	399.717685
19931	5822	-798.842005	399.704681
19941	5866	-798.871872	399.711649
19951	5796	-798.867024	399.711192
19961	5826	-798.804068	399.695406
19971	5662	-798.844525	399.705573
19981	5692	-798.872729	399.711426
19991	5972	-798.792857	399.691361
20001	5850	-798.877856	399.714414
20011	5884	-798.838839	399.703763
20021	5909	-798.867389	399.711303
20031	6012	-798.823024	399.700964
20041	5632	-798.909436	399.722269
20051	5948	-798.833175	399.702359
20061	5861	-798.837545	399.703106
20071	5556	-798.883563	399.715012
20081	6086	-798.841293	399.704796
20091	5657	-798.908964	399.722662
20101	5694	-798.886424	399.714542
20111	5824	-798.867088	399.710407
20121	6079	-798.826301	399.699916
20131	6038	-798.850529	399.708112
20141	5712	-798.887642	399.716399
20151	5976	-798.848891	399.706417
20161	6112	-798.812956	399.696642
20171	5656	-798.9006	399.719498
20181	5762	-798.908875	399.721818
20191	5786	-798.924669	399.726908
20201	5907	-798.873917	399.71348
20211	5714	-798.917817	399.724506
20221	5753	-798.885317	399.715741
20231	5824	-798.882112	399.714695
20241	5862	-798.884245	399.715133
20251	5876	-798.868402	399.710928
20261	5824	-798.891861	399.717684
20271	6035	-798.819003	399.698584
20281	5818	-798.885065	399.715497
20291	5826	-798.898428	399.720763
20301	5802	-798.878479	399.714201
20311	5896	-798.865836	399.710403
20321	5852	-798.890212	399.717632
20331	5924	-798.815995	399.697801
20341	5920	-798.872229	399.713288
20351	6018	-798.828755	399.701047
20361	5906	-798.808899	399.695595
20371	5990	-798.834814	399.702813
20381	6092	-798.794956	399.693342
20391	5884	-798.883625	399.715463
20401	5825	-798.907701	399.721582
20411	5980	-798.841605	399.704375
20421	6044	-798.863327	399.71069
20431	5875	-798.833341	399.701434
20441	5944	-798.826476	399.700015
20451	5902	-798.872427	399.712288
20461	6068	-798.86379	399.71018
20471	5890	-798.878218	399.713448
20481	6038	-798.863727	399.710756
20491	5914	-798.880289	399.714021
20501	5894	-798.891761	399.716892
20511	5912	-798.860514	399.708839
20521	5944	-798.862044	399.709273
20531	5988	-798.792265	399.690419
20541	5710	-798.927803	399.726011
20551	6052	-798.882585	399.71544
20561	5906	-798.882934	399.716648
20571	6034	-798.833115	399.702105
20581	5828	-798.873135	399.711676
20591	5910	-798.863775	399.710553
20601	5988	-798.875783	399.71215
20611	5946	-798.877493	399.713454
20621	5907	-798.856699	399.707871
20631	5974	-798.842712	399.704328
20641	6048	-798.849281	399.707088
20651	5798	-798.917631	399.724178
20661	6128	-798.823871	399.699627
20671	6164	-798.844178	399.705384
20681	6122	-798.832165	399.702432
20691	6022	-798.852835	399.706152
20701	6032	-798.842182	399.704942
20711	5986	-798.853942	399.708174
20721	5724	-798.945611	399.731673
20731	5906	-798.891708	399.7182
20741	5978	-798.8637	399.710332
20751	6000	-798.843429	399.704785
20761	6036	-798.864024	399.711189
20771	6092	-798.84435	399.705358
20781	5982	-798.876474	399.713007
20791	6150	-798.830648	399.701986
20801	6109	-798.824864	399.700591
20811	6319	-798.820047	399.697564
20821	6072	-798.851736	399.707315
20831	6240	-798.802362	399.69459
20841	6048	-798.895638	399.719207
20851	6044	-798.889646	399.717999
20861	5956	-798.875989	399.713149
20871	6012	-798.871544	399.713191
20881	6064	-798.873809	399.712945
20891	6144	-798.81729	399.69786
20901	6202	-798.8546	399.708339
20911	5766	-798.9089	399.721486
20921	6034	-798.882463	399.71617
20931	6022	-798.861211	399.709808
20941	5880	-798.911609	399.722076
20951	6016	-798.865734	399.710849
20961	6106	-798.850437	399.70717
20971	6112	-798.858042	399.709217
20981	6076	-798.845813	399.705638
20991	5963	-798.894193	399.71807
21001	6236	-798.852626	399.706776
21011	5888	-798.954452	399.733473
21021	5792	-798.860949	399.709148
21031	6064	-798.884884	399.715087
21041	6038	-798.869065	399.710945
21051	6184	-798.864662	399.709277
21061	6181	-798.81848	399.698875
21071	6102	-798.860234	399.709458
21081	6004	-798.885442	399.716048
21091	5815	-798.91366	399.722062
21101	6084	-798.831714	399.702573
21111	6053	-798.906731	399.721472
21121	6230	-798.848539	399.705317
21131	6168	-798.896976	399.719086
21141	6167	-798.873469	399.713069
21151	6110	-798.868139	399.71207
21161	6220	-798.840319	399.703795
21171	6038	-798.872042	399.713382
21181	6156	-798.872386	399.713517
21191	6144	-798.892171	399.717238
21201	6072	-798.870053	399.711334
21211	6166	-798.806846	399.694121
21221	6290	-798.816078	399.697093
21231	6158	-798.847346	399.706938
21241	6166	-798.856928	399.707547
21251	6066	-798.902075	399.721143
21261	6096	-798.850854	399.706317
21271	6232	-798.833341	399.702976
21281	6040	-798.902307	399.72022
21291	5962	-798.936076	399.728618
21301	6078	-798.881555	399.714567
21311	6176	-798.823143	399.699779
21321	6232	-798.824633	399.701984
21331	6228	-798.887066	399.716375
21341	5930	-798.938382	399.728598
21351	6270	-798.859445	399.707555
21361	6270	-798.860915	399.70919
21371	6104	-798.850779	399.706518
21381	6112	-798.878256	399.713858
21391	6060	-798.85765	399.70913
21401	6216	-798.861735	399.709359
21411	6354	-798.797627	399.694363
21421	6136	-798.861118	399.708884
21431	6124	-798.87938	399.714526
21441	6085	-798.868709	399.711487
21451	6052	-798.90765	399.721878
21461	6272	-798.89418	399.717534
21471	6370	-798.842718	399.704532
21481	6316	-798.865044	399.710069
21491	6442	-798.867991	399.711972
21501	6276	-798.876517	399.713316
21511	6332	-798.828878	399.701176
21521	6030	-798.866038	399.712002
21531	6258	-798.871209	399.712879
21541	6246	-798.863748	399.710877
21551	6454	-798.796715	399.693471
21561	6154	-798.882427	399.715876
21571	6480	-798.808586	399.696166
21581	6330	-798.840091	399.704277
21591	6228	-798.841369	399.704784
21601	6222	-798.890607	399.71742
21611	6368	-798.823747	399.70006
21621	6064	-798.912539	399.722955
21631	6496	-798.817438	399.698673
21641	6398	-798.859387	399.708978
21651	6286	-798.836636	399.702647
21661	6426	-798.841235	399.704538
21671	6226	-798.850261	399.706059
21681	6136	-798.855957	399.708408
21691	6368	-798.816099	399.698308
21701	6248	-798.878577	399.714207
21711	6374	-798.862696	399.709732
21721	6385	-798.828047	399.701763
21731	5918	-798.917491	399.725369
21741	6266	-798.858562	399.709765
21751	6318	-798.850811	399.707232
21761	6095	-798.935527	399.72777
21771	6226	-798.906986	399.720821
21781	6390	-798.856251	399.707543
21791	6400	-798.829425	399.701436
21801	6650	-798.787212	399.690198
21811	6396	-798.837284	399.703177
21821	6564	-798.791256	399.692131
21831	6175	-798.898081	399.719298
21841	6476	-798.864521	399.710361
21851	6323	-798.908608	399.720654
21861	6213	-798.902703	399.720141
21871	6462	-798.819624	399.699785
21881	6440	-798.830584	399.702025
21891	6430	-798.86748	399.711114
21901	6418	-798.827086	399.700836
21911	6628	-798.803523	399.694035
21921	6561	-798.832717	399.702386
21931	6394	-798.85842	399.709817
21941	6330	-798.867508	399.71077
21951	6196	-798.886611	399.716004
21961	6608	-798.845226	399.705569
21971	6224	-798.897274	399.718538
21981	6428	-798.834266	399.703653
21991	6278	-798.923742	399.725979
22001	6347	-798.827144	399.702286
22011	6186	-798.91636	399.723774
22021	6452	-798.873076	399.712365
22031	6510	-798.873587	399.712314
22041	6202	-798.937253	399.729504
22051	6410	-798.84885	399.706136
22061	6276	-798.870042	399.711708
22071	6300	-798.868742	399.711748
22081	6418	-798.868167	399.710792
22091	6348	-798.909058	399.721787
22101	6428	-798.80838	399.697027
22111	6207	-798.922346	399.725386
22121	6266	-798.882871	399.715384
22131	6362	-798.882111	399.714789
22141	6652	-798.784337	399.690258
22151	6569	-798.850977	399.707011
22161	6572	-798.88561	399.716439
22171	6388	-798.898381	399.719363
22181	6456	-798.837203	399.70344
22191	6352	-798.854491	399.707719
22201	6396	-798.894284	399.718481
22211	6368	-798.869929	399.712215
22221	6190	-798.950902	399.733045
22231	6290	-798.914849	399.72255
22241	6524	-798.838362	399.701812
22251	6386	-798.867467	399.710844
22261	6582	-798.818741	399.697318
22271	6478	-798.849984	399.706883
22281	6450	-798.864862	399.711054
22291	6590	-798.824099	399.700956
22301	6540	-798.857271	399.70943
22311	6420	-798.886469	399.715566
22321	6686	-798.807043	399.696429
22331	6354	-798.903229	399.720926
22341	6355	-798.919117	399.724184
22351	6394	-798.889714	399.715896
22361	6548	-798.841912	399.704128
22371	6661	-798.844576	399.705154
22381	6300	-798.912292	399.722533
22391	6462	-798.864365	399.71033
22401	6376	-798.890764	399.717513
22411	6422	-798.860917	399.708982
22421	6178	-798.923866	399.726417
22431	6708	-798.810753	399.696402
22441	6502	-798.838376	399.703757
22451	6370	-798.901786	399.72028
22461	6340	-798.882151	399.714438
22471	6630	-798.873748	399.712251
22481	6292	-798.919443	399.724301
22491	6324	-798.894313	399.717754
22501	6252	-798.925203	399.72659
22511	6486	-798.869353	399.710719
22521	6598	-798.836464	399.703654
22531	6583	-798.828104	399.701655
22541	6572	-798.871745	399.712169
22551	6536	-798.852734	399.707507
22561	6408	-798.899162	399.718541
22571	6428	-798.89203	399.7184
22581	6528	-798.879943	399.713742
22591	6538	-798.875836	399.713957
22601	6732	-798.79669	399.692934
22611	6288	-798.902127	399.720313
22621	6466	-798.867424	399.711065
22631	6500	-798.891609	399.717821
22641	6672	-798.832737	399.701427
22651	6510	-798.854797	399.708799
22661	6594	-798.893429	399.717753
22671	6498	-798.860924	399.710291
22681	6458	-798.877651	399.713505
22691	6322	-798.951126	399.733198
22701	6823	-798.818907	399.697106
22711	6578	-798.850777	399.706926
22721	6664	-798.862198	399.710136
22731	6586	-798.878008	399.713783
22741	6484	-798.8683	399.711094
22751	6746	-798.858775	399.709375
22761	6397	-798.919555	399.724792
22771	6696	-798.850292	399.706469
22781	6644	-798.872745	399.71248
22791	6622	-798.84937	399.705761
22801	6588	-798.891452	399.718258
22811	6528	-798.900004	399.718732
22821	6868	-798.812848	399.696508
22831	6472	-798.872761	399.712934
22841	6699	-798.861521	399.70947
22851	6482	-798.894753	399.718087
22861	6486	-798.877039	399.713661
22871	6538	-798.871059	399.711512
22881	6838	-798.800927	399.693807
22891	6579	-798.866454	399.710891
22901	6690	-798.843719	399.705602
22911	6530	-798.89433	399.717865
22921	6518	-798.896034	399.717726
22931	6662	-798.842789	399.704592
22941	6576	-798.873632	399.712567
22951	6520	-798.89922	399.718879
22961	6540	-798.889595	399.717347
22971	6666	-798.854556	399.707109
22981	6610	-798.895958	399.718898
22991	6717	-798.880084	399.714149
23001	6700	-798.860919	399.710187
23011	6670	-798.84351	399.705098
23021	6948	-798.804743	399.69454
23031	6848	-798.834441	399.703183
23041	6672	-798.857862	399.708259
23051	6774	-798.89046	399.715934
23061	6638	-798.841681	399.704696
23071	6696	-798.883967	399.71514
23081	6722	-798.854469	399.708158
23091	6826	-798.821186	399.698757
23101	6644	-798.881607	399.715337
23111	6934	-798.838994	399.703172
23121	6818	-798.814238	399.697937
23131	6834	-798.855216	399.707924
23141	6614	-798.885096	399.715051
23151	6428	-798.910457	399.721999
23161	6748	-798.847545	399.705539
23171	6750	-798.857192	399.709119
23181	6656	-798.868211	399.710884
23191	6712	-798.895261	399.71739
23201	7110	-798.775053	399.686651
23211	6555	-798.906208	399.721425
23221	6733	-798.890315	399.71698
23231	6710	-798.890104	399.716844
23241	6668	-798.854094	399.706983
23251	6740	-798.898972	399.720528
23261	6632	-798.898242	399.719531
23271	6854	-798.852477	399.706759
23281	6836	-798.86053	399.709978
23291	6878	-798.854321	399.707183
23301	6880	-798.825801	399.700356
23311	6778	-798.886019	399.716786
23321	6888	-798.814459	399.696325
23331	6658	-798.89829	399.719429
23341	6972	-798.80108	399.693244
23351	6744	-798.870627	399.712646
23361	6860	-798.866487	399.71003
23371	6714	-798.867485	399.711437
23381	6700	-798.887644	399.716864
23391	6562	-798.890684	399.718524
23401	6660	-798.901927	399.720268
23411	6690	-798.854726	399.707915
23421	6872	-798.85197	399.70804
23431	6892	-798.848363	399.706201
23441	6910	-798.841517	399.705388
23451	6634	-798.845934	399.70594
23461	7008	-798.835173	399.704105
23471	6942	-798.802948	399.695284
23481	6704	-798.864784	399.711426
23491	7028	-798.81163	399.69682
23501	6832	-798.883111	399.715672
23511	6718	-798.87576	399.714346
23521	6916	-798.878449	399.714298
23531	6950	-798.830309	399.7015
23541	6706	-798.889597	399.716665
23551	6796	-798.889389	399.71619
23561	6904	-798.869657	399.711982
23571	6930	-798.858428	399.708625
23581	6740	-798.883169	399.713498
23591	6832	-798.859565	399.708448
23601	6740	-798.869031	399.71069
23611	6832	-798.828173	399.700987
23621	6796	-798.867618	399.710512
23631	6768	-798.915154	399.723499
23641	6784	-798.87822	399.71321
23651	6758	-798.889518	399.717052
23661	6954	-798.823211	399.700858
23671	6955	-798.847873	399.706476
23681	6616	-798.920147	399.725434
23691	6941	-798.870964	399.712971
23701	6898	-798.835155	399.702797
23711	6848	-798.818776	399.699464
23721	6976	-798.876439	399.713587
23731	6760	-798.881295	399.715056
23741	6984	-798.865086	399.71029
23751	6910	-798.8723	399.711338
23761	6753	-798.887421	399.716426
23771	7070	-798.831854	399.702326
23781	6726	-798.880451	399.714562
23791	7010	-798.79736	399.693245
23801	6886	-798.900718	399.720684
23811	7140	-798.825417	399.701063
23821	6922	-798.894925	399.718652
23831	6834	-798.906299	399.721455
23841	6912	-798.856424	399.707311
23851	6884	-798.84181	399.70517
23861	7040	-798.83341	399.702192
23871	6780	-798.911483	399.722592
23881	7206	-798.861354	399.708639
23891	6720	-798.843079	399.704742
23901	6912	-798.863981	399.710305
23911	6824	-798.887876	399.715863
23921	6906	-798.86493	399.709711
23931	6960	-798.83816	399.703899
23941	6930	-798.851343	399.706779
23951	6846	-798.90443	399.721515
23961	7312	-798.793039	399.693252
23971	6963	-798.841433	399.705144
23981	6874	-798.914641	399.723615
23991	7176	-798.828727	399.700471
24001	6740	-798.922545	399.725261
24011	6818	-798.872017	399.712965
24021	7310	-798.785396	399.690771
24031	7046	-798.825018	399.700803
24041	6810	-798.896552	399.718231
24051	6896	-798.913642	399.723005
24061	6996	-798.910602	399.722871
24071	7094	-798.866852	399.711437
24081	6909	-798.841576	399.704082
24091	7092	-798.868623	399.711012
24101	6860	-798.876561	399.713124
24111	6870	-798.896603	399.718137
24121	7080	-798.868538	399.71104
24131	7076	-798.835357	399.702457
24141	6826	-798.849923	399.707137
24151	6943	-798.853381	399.707507
24161	6844	-798.893589	399.718472
24171	6894	-798.880642	399.714699
24181	7346	-798.795418	399.692899
24191	6930	-798.898103	399.718904
24201	7278	-798.825007	399.699351
24211	7044	-798.882491	399.715419
24221	6928	-798.842327	399.704471
24231	7032	-798.857827	399.708225
24241	7054	-798.860443	399.709995
24251	7230	-798.786854	399.690734
24261	7162	-798.826759	399.700012
24271	6792	-798.916237	399.723291
24281	7182	-798.849141	399.707343
24291	7156	-798.859825	399.709769
24301	7208	-798.809926	399.697132
24311	7030	-798.863889	399.710419
24321	7084	-798.862711	399.70988
24331	7156	-798.843944	399.705561
24341	7101	-798.835545	399.701902
24351	7004	-798.883824	399.715741
24361	7300	-798.829769	399.701162
24371	7314	-798.806779	399.694555
24381	7169	-798.828924	399.700915
24391	7034	-798.865647	399.711369
24401	7216	-798.844965	399.705504
24411	7072	-798.911638	399.721765
24421	6932	-798.873265	399.713525
24431	6998	-798.859646	399.709386
24441	7028	-798.872878	399.712205
24451	7348	-798.801358	399.693346
24461	6894	-798.857447	399.708352
24471	7226	-798.82751	399.700298
24481	6904	-798.912299	399.723377
24491	7064	-798.874199	399.712956
24501	7184	-798.823232	399.699441
24511	7290	-798.809025	399.696463
24521	7124	-798.852575	399.707353
24531	7024	-798.883372	399.715707
24541	7186	-798.882849	399.714437
24551	7020	-798.893568	399.717649
24561	7268	-798.83995	399.703351
24571	7124	-798.855073	399.708193
24581	7180	-798.863512	399.709857
24591	7102	-798.848684	399.706234
24601	7118	-798.873379	399.711394
24611	7100	-798.824428	399.700215
24621	7120	-798.887941	399.715934
24631	7276	-798.844545	399.706061
24641	7208	-798.837223	399.703178
24651	7208	-798.874853	399.712791
24661	7251	-798.901261	399.719882
24671	7062	-798.861497	399.709375
24681	7032	-798.873303	399.712734
24691	7270	-798.824997	399.699891
24701	7146	-798.863204	399.711186
24711	7259	-798.842783	399.704585
24721	6958	-798.915578	399.723636
24731	7326	-798.849379	399.707331
24741	7159	-798.834162	399.701548
24751	7008	-798.854511	399.707487
24761	7296	-798.850935	399.706959
24771	7140	-798.884502	399.715635
24781	7284	-798.884791	399.716476
24791	6902	-798.904764	399.720302
24801	7178	-798.880206	399.714124
24811	7326	-798.855185	399.708355
24821	6966	-798.887716	399.716208
24831	6846	-798.933269	399.728887
24841	7170	-798.848517	399.706373
24851	7246	-798.85075	399.706893
